,accuracy,balanced_accuracy,f1,precision,recall,fbeta,model,sampling,tn,fp,fn,tp,itr,bci_accuracy,channels,discretization,epochs
330,0.84,0.6825,0.39999999999999997,0.34285714285714286,0.48,0.36363636363636365,LGB_untuned,over,354,46,26,24,2.870143071406428,0.16,16,32,2
331,0.8511111111111112,0.68,0.40707964601769914,0.36507936507936506,0.46,0.38079470198675497,LGB,over,360,40,27,23,2.870143071406428,0.16,16,32,2
332,0.8466666666666667,0.7125,0.4390243902439025,0.3698630136986301,0.54,0.3947368421052631,CatBoost_untuned,over,354,46,23,27,2.870143071406428,0.16,16,32,2
333,0.8666666666666667,0.75,0.5,0.42857142857142855,0.6,0.45454545454545453,LDA,over,180,20,10,15,4.8607400019500915,0.3,16,32,4
334,0.9111111111111111,0.7749999999999999,0.6,0.6,0.6,0.6,SVM,over,190,10,10,15,2.2717302730269395,0.2,16,32,4
335,0.8577777777777778,0.78,0.5151515151515151,0.4146341463414634,0.68,0.44973544973544977,RF_untuned,over,176,24,8,17,11.70556369244102,0.5,16,32,4
336,0.8488888888888889,0.775,0.5,0.3953488372093023,0.68,0.43147208121827413,RF,over,174,26,8,17,11.70556369244102,0.5,16,32,4
337,0.8577777777777778,0.8325,0.5555555555555557,0.425531914893617,0.8,0.4694835680751173,XGB_untuned,over,173,27,5,20,4.8607400019500915,0.3,16,32,4
338,0.88,0.8275,0.5846153846153846,0.475,0.76,0.5135135135135135,XGB,over,179,21,6,19,4.8607400019500915,0.3,16,32,4
339,0.8577777777777778,0.78,0.5151515151515151,0.4146341463414634,0.68,0.44973544973544977,LGB_untuned,over,176,24,8,17,4.8607400019500915,0.3,16,32,4
340,0.8711111111111111,0.7875000000000001,0.5396825396825397,0.4473684210526316,0.68,0.480225988700565,LGB,over,179,21,8,17,4.8607400019500915,0.3,16,32,4
341,0.8755555555555555,0.8075,0.5625,0.46153846153846156,0.72,0.4972375690607735,CatBoost_untuned,over,179,21,7,18,4.8607400019500915,0.3,16,32,4
342,0.8926174496644296,0.7474154135338346,0.5294117647058824,0.5,0.5625,0.5113636363636364,LDA,over,124,9,7,9,0.0,0.0,16,32,6
343,0.9395973154362416,0.8287124060150376,0.7096774193548386,0.7333333333333333,0.6875,0.7236842105263157,SVM,over,129,4,5,11,5.353739315689691,0.4,16,32,6
344,0.8926174496644296,0.8023966165413534,0.5789473684210527,0.5,0.6875,0.5288461538461539,RF_untuned,over,122,11,5,11,1.5144868486846264,0.2,16,32,6
345,0.8926174496644296,0.8023966165413534,0.5789473684210527,0.5,0.6875,0.5288461538461539,RF,over,122,11,5,11,1.5144868486846264,0.2,16,32,6
346,0.9060402684563759,0.8374060150375939,0.631578947368421,0.5454545454545454,0.75,0.5769230769230769,XGB_untuned,over,123,10,4,12,1.5144868486846264,0.2,16,32,6
347,0.9060402684563759,0.8374060150375939,0.631578947368421,0.5454545454545454,0.75,0.5769230769230769,XGB,over,123,10,4,12,10.576450113624235,0.6,16,32,6
348,0.9060402684563759,0.8374060150375939,0.631578947368421,0.5454545454545454,0.75,0.5769230769230769,LGB_untuned,over,123,10,4,12,1.5144868486846264,0.2,16,32,6
349,0.9060402684563759,0.8374060150375939,0.631578947368421,0.5454545454545454,0.75,0.5769230769230769,LGB,over,123,10,4,12,1.5144868486846264,0.2,16,32,6
350,0.8926174496644296,0.8298872180451128,0.6,0.5,0.75,0.5357142857142857,CatBoost_untuned,over,121,12,4,12,1.5144868486846264,0.2,16,32,6
351,0.875,0.71,0.4615384615384615,0.42857142857142855,0.5,0.44117647058823534,LDA,over,92,8,6,6,0.0,0.0,16,32,8
352,0.9821428571428571,0.9166666666666667,0.9090909090909091,1.0,0.8333333333333334,0.9615384615384615,SVM,over,100,0,2,10,4.015304486767269,0.4,16,32,8
353,0.9196428571428571,0.8083333333333333,0.64,0.6153846153846154,0.6666666666666666,0.625,RF_untuned,over,95,5,4,8,0.0,0.0,16,32,8
354,0.9107142857142857,0.8033333333333332,0.6153846153846153,0.5714285714285714,0.6666666666666666,0.588235294117647,RF,over,94,6,4,8,4.015304486767269,0.4,16,32,8
355,0.9196428571428571,0.7716666666666667,0.6086956521739131,0.6363636363636364,0.5833333333333334,0.625,XGB_untuned,over,96,4,5,7,12.886964431866199,0.8,16,32,8
356,0.9285714285714286,0.8133333333333332,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,XGB,over,96,4,4,8,7.932337585218177,0.6,16,32,8
